	Z1-A	Z1-C	Z1-N	Z1-R	Z11-C	Z11-N	Z11-R	Z13-A	Z13-C	Z13-N	Z18-A	Z18-C	Z18-R	Z23-C	Z23-N	Z23-R	Z26-C	Z26-N	Z26-R	Z28-A	Z28-C	Z28-N	Z28-R	Z29-A	Z29-C	Z29-N	Z29-R	Z32-A	Z32-C	Z32-N	Z32-R	Z36-A	Z36-C	Z36-N	Z36-R	Z39-A	Z39-N	Z39-R	Z4-A	Z4-C	Z4-N	Z4-R	Z40-A	Z40-C	Z40-N	Z40-R	Z43-C	Z43-N	Z43-R	Z44-A	Z44-C	Z44-N	Z45-A	Z45-C	Z45-N	Z45-R	Z46-C	Z46-N	Z46-R	Z5-A	Z5-C	Z5-N	Z5-R	Z6-A	Z6-C	Z6-N	Z6-R
Z44-A	0.821904971	0.564421314	0.834998001	0.844387828	0.648952334	0.802198117	0.7923593	0.770387956	0.447762958	0.330229135	0.643264975	0.490890949	0.824152943	0.468638575	0.794374568	0.753746932	0.627685697	0.811094582	0.859983002	0.464970324	0.676834137	0.694595016	0.76560559	0.651582659	0.797207828	0.471694538	0.941380209	0.62188804	0.821541428	0.765149111	0.815468669	0.533348086	0.758047545	0.546299104	0.720706944	0.808879192	0.927354478	0.778883851	0.792847099	0.52918675	0.704238488	0.614763178	0.83591242	0.850567179	0.572592082	0.851539438	0.654552568	0.239834016	0.731548738	0	0.741184743	0.593651115	0.613737972	0.738072821	0.689649697	0.830036187	0.853484248	0.432938046	0.612056621	0.714233753	0.733216168	0.475125745	0.738916144	0.651068438	0.689544564	0.693715386	0.761375058
Z44-C	0.492540192	0.696496961	0.53329851	0.554370905	0.789076648	0.478480091	0.363403897	0.378868433	0.671804338	0.680068062	0.755817356	0.701958012	0.541503085	0.734696074	0.3957307	0.420070601	0.729095149	0.48344233	0.53507275	0.669235458	0.673673726	0.388296553	0.439712967	0.663792324	0.785778593	0.700799269	0.887285303	0.666810269	0.515683313	0.761793687	0.478015172	0.672419635	0.398857068	0.703318923	0.737507693	0.468606926	0.909330815	0.744905879	0.770270517	0.717459724	0.333604926	0.677436596	0.532990155	0.848592346	0.669084833	0.732965465	0.678466576	0.740571335	0.749126582	0.741184743	0	0.697526564	0.633636292	0.30784358	0.773321887	0.48423731	0.556825654	0.683684132	0.707752424	0.714960288	0.670945265	0.695004465	0.42589269	0.722215825	0.717845704	0.738232208	0.352687407
Z44-N	0.762798276	0.573126117	0.750233013	0.775634238	0.703609252	0.737909103	0.736739362	0.732509038	0.607094534	0.595315863	0.555793491	0.60800811	0.761456715	0.594853516	0.71050149	0.737367893	0.614926477	0.693350877	0.798089322	0.563656326	0.616726306	0.753697289	0.734794271	0.623849552	0.691412552	0.480440806	0.857903578	0.488615242	0.770668369	0.654941968	0.769738894	0.494984807	0.693792473	0.460716816	0.650442285	0.740009965	0.87959525	0.718844443	0.702207057	0.523949593	0.637645407	0.613871845	0.772083562	0.754438478	0.553681675	0.764172534	0.572923739	0.54989952	0.64655982	0.593651115	0.697526564	0	0.525805836	0.703827374	0.632429911	0.716978792	0.789801162	0.528880969	0.486656086	0.629612075	0.637784448	0.408857228	0.74742233	0.624375017	0.661433189	0.681585871	0.707620127
Z45-A	0.772480677	0.589217097	0.764335609	0.757916448	0.727987923	0.750769368	0.700282662	0.708614416	0.602254098	0.611855278	0.593666803	0.583233161	0.778061962	0.607834518	0.699483116	0.710160813	0.606605999	0.710248152	0.776148676	0.465929166	0.611913719	0.775775092	0.733079005	0.61433912	0.683855218	0.572611611	0.853565365	0.552985666	0.755742326	0.636464894	0.741794403	0.509204859	0.685017927	0.506647897	0.653706205	0.732865636	0.895643594	0.675630516	0.683432213	0.576320706	0.649637277	0.550317579	0.730669662	0.75232652	0.523723461	0.715283475	0.547174891	0.607206928	0.659768107	0.613737972	0.633636292	0.525805836	0	0.709061944	0.665361362	0.70936701	0.788515656	0.598229951	0.475847785	0.65212907	0.532797648	0.49794454	0.758885715	0.570393779	0.632006514	0.686859084	0.671148239
Z45-C	0.475594059	0.620196468	0.518814663	0.549021394	0.767438502	0.448149853	0.396738483	0.360047526	0.680975834	0.670058851	0.735905364	0.727995941	0.510586195	0.704954112	0.366854445	0.393839512	0.678187753	0.464800153	0.554970567	0.661318048	0.673369755	0.287275517	0.383987512	0.606961553	0.791304816	0.666396606	0.879212287	0.645412079	0.485317408	0.776810069	0.48818178	0.653919046	0.338108906	0.715561896	0.740087502	0.457264519	0.922493353	0.748841042	0.74995499	0.714065506	0.290614485	0.668667503	0.562073924	0.873333846	0.665421254	0.777722234	0.671536053	0.723295867	0.73282871	0.738072821	0.30784358	0.703827374	0.709061944	0	0.747520684	0.456209297	0.497869862	0.673811346	0.687159152	0.710852603	0.713816527	0.674843372	0.355143347	0.7176581	0.750775871	0.741100066	0.340123338
Z45-N	0.5747519	0.675218967	0.800095677	0.612853567	0.764715512	0.77526665	0.780395303	0.767674201	0.655365571	0.677102754	0.704140298	0.693891443	0.777155823	0.682645825	0.74784782	0.770058023	0.631319617	0.7542359	0.822685082	0.647660025	0.708633235	0.802349428	0.765670459	0.674108625	0.74308336	0.671834307	0.874004899	0.662291351	0.759296351	0.380972922	0.781092007	0.627368556	0.719201817	0.620975806	0.721760183	0.802745558	0.933284883	0.448313198	0.750903808	0.628166469	0.694615206	0.69117988	0.800291509	0.81194108	0.670745261	0.794385002	0.656778694	0.663675151	0.728923793	0.689649697	0.773321887	0.632429911	0.665361362	0.747520684	0	0.785555516	0.817133917	0.685408215	0.630461554	0.294462446	0.726235032	0.592532679	0.754298424	0.643190845	0.749997302	0.328471224	0.770382397
Z45-R	0.570695064	0.737296711	0.565291973	0.604903074	0.837755395	0.550980708	0.50068636	0.530573947	0.771856459	0.778790387	0.790357339	0.806608887	0.589288137	0.805761193	0.490980203	0.558795571	0.772231515	0.528750181	0.63890263	0.731245428	0.739011324	0.550533306	0.563459671	0.680689064	0.770104828	0.761168645	0.874715387	0.713270911	0.576042466	0.753236256	0.595597674	0.747712637	0.505203416	0.769013605	0.773900599	0.542536463	0.949332401	0.75411925	0.772197131	0.75719153	0.459115544	0.709593662	0.60304986	0.883374808	0.716268562	0.740338671	0.65784005	0.806600864	0.73806285	0.830036187	0.48423731	0.716978792	0.70936701	0.456209297	0.785555516	0	0.559995513	0.768134645	0.710169043	0.742216748	0.687492528	0.746418551	0.572810404	0.747961048	0.8062382	0.807152455	0.465600883
Z46-C	0.618364231	0.772801359	0.618743644	0.644865055	0.622781965	0.346602069	0.563049841	0.573881085	0.817325309	0.807161713	0.817590025	0.809124337	0.646130009	0.821679154	0.540016528	0.603825207	0.796331823	0.597634042	0.439289703	0.807346662	0.764799529	0.58947629	0.572783336	0.697181049	0.611228667	0.789355382	0.663544888	0.749927495	0.632780398	0.818481154	0.635207789	0.779039575	0.555440434	0.809891541	0.551105422	0.590798508	0.759665921	0.788195278	0.566885549	0.797573533	0.528482033	0.737457411	0.6356895	0.913056872	0.78123579	0.775492142	0.732243426	0.830670959	0.798228752	0.853484248	0.556825654	0.789801162	0.788515656	0.497869862	0.817133917	0.559995513	0	0.792523782	0.767894637	0.80100951	0.747629882	0.772432345	0.603552549	0.807582531	0.822131725	0.834403547	0.558776862
Z46-N	0.762883942	0.498578402	0.767671342	0.80217612	0.677119103	0.741425886	0.726189151	0.719470101	0.507057482	0.445542474	0.585209938	0.545471192	0.798826717	0.522927226	0.719688676	0.761609943	0.570322783	0.759384426	0.816223903	0.516368853	0.548105922	0.706045633	0.75626735	0.527624673	0.753426105	0.468611519	0.882554661	0.48618989	0.768577375	0.746410879	0.785465618	0.38210475	0.707278612	0.529167165	0.683935003	0.779318573	0.900721409	0.713810365	0.709425754	0.5146529	0.691644386	0.479864968	0.799780023	0.817612171	0.50149351	0.805976078	0.543847044	0.344221038	0.680711153	0.432938046	0.683684132	0.528880969	0.598229951	0.673811346	0.685408215	0.768134645	0.792523782	0	0.519988288	0.628686739	0.662035475	0.375807988	0.738243163	0.634820841	0.650557809	0.64698575	0.69371634
Z46-R	0.780775825	0.518812217	0.769928404	0.775750362	0.691344849	0.721743267	0.717798733	0.72725877	0.630163925	0.606689087	0.561320647	0.587527734	0.743904047	0.580957467	0.691064854	0.73535999	0.551274262	0.703634797	0.809495416	0.51085817	0.593615014	0.757628372	0.736300099	0.560844513	0.653537599	0.511125126	0.834784373	0.551037477	0.767003708	0.632865049	0.786268523	0.415916073	0.647626621	0.519737092	0.60411147	0.77296336	0.896884237	0.686627739	0.662386537	0.549983177	0.609239983	0.507143064	0.742110304	0.792164431	0.563386314	0.756115644	0.481072902	0.532955127	0.647503778	0.612056621	0.707752424	0.486656086	0.475847785	0.687159152	0.630461554	0.710169043	0.767894637	0.519988288	0	0.603306775	0.61182472	0.346366746	0.7359057	0.596387271	0.653904878	0.659804052	0.710438623
